,Sample,x,y,w,h
1143,Sample_25/frame_0614.png,558,36,5,5
1144,Sample_24/frame_0232.png,988,473,5,5
1145,Sample_46/frame_0078.png,1123,621,5,5
1146,Sample_38/frame_0260.png,953,465,5,5
1147,Sample_12/frame_0103.png,1104,622,5,5
1148,Sample_35/frame_0490.png,697,234,5,5
1149,Sample_7/frame_0062.png,1147,638,5,5
1150,Sample_59/frame_0687.png,556,42,7,7
1151,Sample_32/frame_0508.png,672,196,5,5
1152,Sample_32/frame_0093.png,1095,592,5,5
1153,Sample_20/frame_0638.png,562,74,5,5
1154,Sample_9/frame_0598.png,610,133,5,5
1155,Sample_46/frame_0035.png,1171,671,5,5
1156,Sample_49/frame_0544.png,655,132,5,5
1157,Sample_38/frame_0453.png,769,295,5,5
1158,Sample_54/frame_0401.png,813,287,5,5
1159,Sample_56/frame_0568.png,658,84,7,7
1160,Sample_15/frame_0204.png,1002,489,5,5
1161,Sample_39/frame_0040.png,1158,667,5,5
1162,Sample_2/frame_0265.png,942,445,5,5
1163,Sample_37/frame_0245.png,953,454,5,5
1164,Sample_22/frame_0048.png,1145,652,5,5
1165,Sample_13/frame_0472.png,693,228,5,5
1166,Sample_60/frame_0430.png,798,255,7,7
1167,Sample_59/frame_0702.png,537,29,7,7
1168,Sample_43/frame_0016.png,1183,678,5,5
1169,Sample_18/frame_0162.png,1013,542,5,5
1170,Sample_3/frame_0562.png,629,126,5,5
1171,Sample_28/frame_0684.png,509,39,5,5
1172,Sample_7/frame_0534.png,692,142,5,5
1173,Sample_21/frame_0049.png,1156,657,5,5
1174,Sample_27/frame_0138.png,1061,565,5,5
1175,Sample_13/frame_0055.png,1140,645,5,5
1176,Sample_38/frame_0362.png,858,370,5,5
1177,Sample_38/frame_0692.png,520,57,5,5
1178,Sample_31/frame_0155.png,1061,550,5,5
1179,Sample_26/frame_0027.png,1169,672,5,5
1180,Sample_13/frame_0159.png,1025,541,5,5
1181,Sample_27/frame_0069.png,1122,625,5,5
1182,Sample_42/frame_0348.png,874,346,5,5
1183,Sample_35/frame_0315.png,884,383,5,5
1184,Sample_23/frame_0429.png,792,268,5,5
1185,Sample_2/frame_0685.png,526,27,5,5
1186,Sample_30/frame_0445.png,745,258,3,3
1187,Sample_22/frame_0545.png,644,193,5,5
1188,Sample_19/frame_0070.png,1116,631,5,5
1189,Sample_29/frame_0638.png,586,61,3,3
1190,Sample_22/frame_0520.png,672,212,5,5
1191,Sample_28/frame_0222.png,976,474,5,5
1192,Sample_56/frame_0559.png,669,96,6,6
1193,Sample_6/frame_0036.png,1165,663,5,5
1194,Sample_23/frame_0488.png,749,192,5,5
1195,Sample_8/frame_0069.png,1138,614,5,5
1196,Sample_1/frame_0614.png,588,43,5,5
1197,Sample_35/frame_0471.png,715,249,5,5
1198,Sample_21/frame_0430.png,774,273,5,5
1199,Sample_40/frame_0369.png,845,317,5,5
1200,Sample_14/frame_0071.png,1140,621,5,5
1201,Sample_58/frame_0557.png,650,132,7,7
1202,Sample_12/frame_0662.png,548,107,5,5
1203,Sample_1/frame_0145.png,1066,537,5,5
1204,Sample_2/frame_0650.png,562,71,5,5
1205,Sample_10/frame_0271.png,938,451,5,5
1206,Sample_24/frame_0616.png,613,99,5,5
1207,Sample_20/frame_0368.png,809,352,5,5
1208,Sample_41/frame_0473.png,769,251,5,5
1209,Sample_56/frame_0376.png,844,286,7,7
1210,Sample_48/frame_0437.png,729,288,5,5
1211,Sample_19/frame_0248.png,924,444,5,5
1212,Sample_58/frame_0518.png,687,172,7,7
1213,Sample_45/frame_0229.png,966,473,5,5
1214,Sample_41/frame_0110.png,1089,586,5,5
1215,Sample_55/frame_0016.png,1186,677,7,7
1216,Sample_4/frame_0223.png,976,466,5,5
1217,Sample_55/frame_0354.png,858,325,6,6
1218,Sample_56/frame_0062.png,1147,622,6,7
1219,Sample_13/frame_0519.png,643,177,5,5
1220,Sample_26/frame_0061.png,1129,650,5,5
1221,Sample_15/frame_0467.png,728,238,5,5
1222,Sample_9/frame_0090.png,1111,613,5,5
1223,Sample_9/frame_0733.png,478,23,5,5
1224,Sample_28/frame_0480.png,714,232,5,5
1225,Sample_9/frame_0412.png,800,306,5,5
1226,Sample_31/frame_0318.png,914,382,5,5
1227,Sample_43/frame_0119.png,1069,570,5,5
1228,Sample_12/frame_0117.png,1091,606,5,5
1229,Sample_6/frame_0242.png,958,456,5,5
1230,Sample_51/frame_0554.png,646,106,5,5
1231,Sample_31/frame_0255.png,972,440,5,5
1232,Sample_16/frame_0412.png,830,285,5,5
1233,Sample_38/frame_0088.png,1113,627,5,5
1234,Sample_57/frame_0658.png,565,40,7,7
1235,Sample_15/frame_0664.png,523,12,5,5
1236,Sample_44/frame_0399.png,821,294,5,5
1237,Sample_25/frame_0456.png,709,196,5,5
1238,Sample_42/frame_0552.png,659,157,5,5
1239,Sample_9/frame_0586.png,619,141,5,5
1240,Sample_29/frame_0092.png,1104,615,3,3
1241,Sample_43/frame_0444.png,760,212,5,5
1242,Sample_33/frame_0275.png,922,417,5,5
1243,Sample_22/frame_0313.png,892,405,5,5
1244,Sample_30/frame_0441.png,747,261,3,3
1245,Sample_13/frame_0181.png,992,519,5,5
1246,Sample_46/frame_0100.png,1097,600,5,5
1247,Sample_2/frame_0165.png,1040,544,5,5
1248,Sample_56/frame_0099.png,1109,580,6,7
1249,Sample_4/frame_0274.png,937,422,5,5
1250,Sample_51/frame_0434.png,788,231,5,5
1251,Sample_12/frame_0475.png,736,302,5,4
1252,Sample_41/frame_0494.png,750,238,5,5
1253,Sample_10/frame_0484.png,728,261,5,5
1254,Sample_55/frame_0521.png,685,159,7,7
1255,Sample_15/frame_0457.png,734,247,5,5
1256,Sample_27/frame_0339.png,847,346,5,5
1257,Sample_45/frame_0182.png,1013,531,5,5
1258,Sample_16/frame_0097.png,1106,602,5,5
1259,Sample_43/frame_0107.png,1085,582,5,5
1260,Sample_6/frame_0192.png,1004,512,5,5
1261,Sample_57/frame_0381.png,821,306,6,6
1262,Sample_6/frame_0407.png,805,299,5,5
1263,Sample_37/frame_0414.png,769,309,5,5
1264,Sample_1/frame_0340.png,874,326,5,5
1265,Sample_15/frame_0007.png,1190,693,5,5
1266,Sample_42/frame_0132.png,1074,547,5,5
1267,Sample_56/frame_0635.png,589,15,6,7
1268,Sample_31/frame_0533.png,675,178,5,5
1269,Sample_43/frame_0179.png,1026,495,5,5
1270,Sample_60/frame_0489.png,734,200,7,7
1271,Sample_25/frame_0346.png,827,330,5,5
1272,Sample_37/frame_0592.png,595,127,5,5
1273,Sample_52/frame_0595.png,617,83,5,5
1274,Sample_15/frame_0146.png,1056,546,5,5
1275,Sample_57/frame_0518.png,685,169,6,7
1276,Sample_18/frame_0104.png,1080,600,5,5
1277,Sample_6/frame_0236.png,961,465,5,5
1278,Sample_30/frame_0389.png,788,317,3,3
1279,Sample_37/frame_0612.png,574,111,5,5
1280,Sample_9/frame_0671.png,536,67,5,5
1281,Sample_5/frame_0515.png,643,204,5,5
1282,Sample_54/frame_0536.png,690,146,5,5
1283,Sample_19/frame_0698.png,484,5,5,5
1284,Sample_47/frame_0401.png,788,271,5,5
1285,Sample_48/frame_0353.png,831,356,5,5
1286,Sample_11/frame_0116.png,1091,591,5,5
1287,Sample_4/frame_0294.png,924,400,5,5
1288,Sample_50/frame_0415.png,806,248,5,5
1289,Sample_43/frame_0168.png,1033,504,5,5
1290,Sample_11/frame_0182.png,1024,521,5,5
1291,Sample_38/frame_0550.png,670,217,5,5
1292,Sample_13/frame_0557.png,597,139,2,3
1293,Sample_34/frame_0308.png,904,395,3,3
1294,Sample_12/frame_0290.png,918,465,5,5
1295,Sample_47/frame_0513.png,674,146,5,5
1296,Sample_60/frame_0247.png,974,433,7,7
1297,Sample_16/frame_0060.png,1144,638,5,5
1298,Sample_33/frame_0303.png,898,391,5,5
1299,Sample_39/frame_0609.png,637,81,5,5
1300,Sample_39/frame_0573.png,660,113,5,5
1301,Sample_47/frame_0527.png,666,131,5,5
1302,Sample_1/frame_0238.png,981,431,5,5
1303,Sample_52/frame_0499.png,716,189,5,5
1304,Sample_37/frame_0706.png,479,14,5,5
1305,Sample_30/frame_0047.png,1145,649,3,3
1306,Sample_57/frame_0270.png,918,430,7,7
1307,Sample_48/frame_0176.png,1016,512,5,5
1308,Sample_59/frame_0194.png,1028,499,7,7
1309,Sample_10/frame_0720.png,466,50,5,5
1310,Sample_37/frame_0508.png,670,218,5,5
1311,Sample_34/frame_0157.png,1039,529,3,3
1312,Sample_24/frame_0102.png,1097,590,6,7
1313,Sample_12/frame_0240.png,970,513,5,5
1314,Sample_43/frame_0096.png,1101,595,5,5
1315,Sample_22/frame_0380.png,813,345,5,5
1316,Sample_35/frame_0252.png,951,449,5,5
1317,Sample_26/frame_0410.png,798,322,5,5
1318,Sample_3/frame_0226.png,958,450,5,5
1319,Sample_16/frame_0091.png,1113,612,5,5
1320,Sample_16/frame_0618.png,618,79,5,5
1321,Sample_57/frame_0653.png,567,43,7,7
1322,Sample_12/frame_0312.png,895,439,5,5
1323,Sample_12/frame_0164.png,1038,574,5,5
1324,Sample_18/frame_0334.png,831,361,3,4
1325,Sample_43/frame_0297.png,909,371,5,5
1326,Sample_10/frame_0650.png,551,114,5,5
1327,Sample_24/frame_0111.png,1091,580,5,5
1328,Sample_19/frame_0622.png,577,72,5,5
1329,Sample_60/frame_0358.png,870,323,6,6
1330,Sample_14/frame_0212.png,992,486,5,5
1331,Sample_15/frame_0186.png,1018,499,5,5
1332,Sample_31/frame_0074.png,1136,636,5,5
1333,Sample_33/frame_0352.png,855,348,5,5
1334,Sample_5/frame_0162.png,1025,552,5,5
1335,Sample_37/frame_0329.png,864,385,5,5
1336,Sample_10/frame_0077.png,1135,626,5,5
1337,Sample_50/frame_0049.png,1163,637,5,5
1338,Sample_16/frame_0511.png,735,193,5,5
1339,Sample_53/frame_0113.png,1070,599,5,5
1340,Sample_44/frame_0279.png,921,425,5,5
1341,Sample_60/frame_0685.png,509,22,7,7
1342,Sample_8/frame_0189.png,1023,508,5,5
1343,Sample_23/frame_0034.png,1167,670,5,5
1344,Sample_56/frame_0612.png,612,33,7,7
1345,Sample_52/frame_0231.png,966,453,5,5
1346,Sample_22/frame_0507.png,686,227,5,5
1347,Sample_7/frame_0031.png,1176,672,5,5
1348,Sample_34/frame_0159.png,1037,527,3,3
1349,Sample_8/frame_0586.png,639,106,5,5
1350,Sample_53/frame_0453.png,726,242,5,5
1351,Sample_11/frame_0286.png,922,426,5,5
1352,Sample_57/frame_0676.png,547,27,7,7
1353,Sample_9/frame_0041.png,1155,653,5,5
1354,Sample_38/frame_0493.png,726,263,5,5
1355,Sample_57/frame_0434.png,777,242,7,7
1356,Sample_38/frame_0054.png,1143,651,5,5
1357,Sample_22/frame_0330.png,868,389,5,5
1358,Sample_60/frame_0038.png,1158,662,7,7
1359,Sample_9/frame_0691.png,515,50,5,5
1360,Sample_1/frame_0055.png,1138,642,5,5
1361,Sample_5/frame_0664.png,475,53,5,5
1362,Sample_17/frame_0002.png,1197,697,5,5
1363,Sample_20/frame_0654.png,542,49,5,5
1364,Sample_54/frame_0288.png,940,396,5,4
1365,Sample_3/frame_0273.png,923,402,5,5
1366,Sample_33/frame_0638.png,571,90,5,5
1367,Sample_24/frame_0544.png,684,175,5,5
1368,Sample_38/frame_0006.png,1191,694,5,5
1369,Sample_10/frame_0180.png,1022,532,5,5
1370,Sample_51/frame_0465.png,753,205,5,5
1371,Sample_19/frame_0062.png,1122,641,5,5
1372,Sample_19/frame_0466.png,726,226,5,5
1373,Sample_9/frame_0711.png,492,42,5,5
1374,Sample_13/frame_0105.png,1081,595,5,5
1375,Sample_40/frame_0010.png,1190,693,5,5
1376,Sample_53/frame_0061.png,1130,639,5,5
1377,Sample_43/frame_0328.png,885,337,5,5
1378,Sample_37/frame_0101.png,1104,584,5,5
1379,Sample_21/frame_0104.png,1097,594,5,5
1380,Sample_57/frame_0643.png,584,53,7,8
1381,Sample_10/frame_0067.png,1143,638,5,5
1382,Sample_34/frame_0368.png,840,332,3,3
1383,Sample_60/frame_0346.png,879,335,7,7
1384,Sample_41/frame_0069.png,1135,614,5,5
1385,Sample_51/frame_0079.png,1119,605,5,5
1386,Sample_1/frame_0489.png,735,180,5,5
1387,Sample_26/frame_0649.png,567,72,5,5
1388,Sample_44/frame_0158.png,1042,546,5,5
1389,Sample_18/frame_0121.png,1060,579,5,5
1390,Sample_34/frame_0232.png,972,467,3,3
1391,Sample_11/frame_0125.png,1086,583,5,5
1392,Sample_56/frame_0178.png,1032,499,7,6
1393,Sample_21/frame_0318.png,873,382,5,5
1394,Sample_6/frame_0494.png,710,200,5,5
1395,Sample_13/frame_0466.png,698,235,5,5
1396,Sample_1/frame_0526.png,690,138,5,5
1397,Sample_28/frame_0554.png,653,153,5,5
1398,Sample_33/frame_0296.png,903,396,5,5
1399,Sample_13/frame_0420.png,745,286,5,5
1400,Sample_40/frame_0132.png,1079,564,5,5
1401,Sample_22/frame_0661.png,525,99,5,5
1402,Sample_27/frame_0010.png,1184,689,5,5
1403,Sample_27/frame_0479.png,738,202,5,5
1404,Sample_33/frame_0517.png,705,198,4,5
1405,Sample_46/frame_0146.png,1058,559,5,5
1406,Sample_33/frame_0047.png,1152,641,5,5
1407,Sample_14/frame_0061.png,1146,630,5,5
1408,Sample_30/frame_0677.png,501,30,3,3
1409,Sample_42/frame_0232.png,996,449,5,5
1410,Sample_42/frame_0481.png,726,217,5,5
1411,Sample_30/frame_0120.png,1072,573,3,3
1412,Sample_8/frame_0573.png,650,116,5,5
1413,Sample_29/frame_0277.png,934,439,3,3
1414,Sample_11/frame_0243.png,964,464,5,5
1415,Sample_60/frame_0074.png,1132,623,7,7
1416,Sample_24/frame_0457.png,772,253,5,5
1417,Sample_39/frame_0041.png,1157,666,5,5
1418,Sample_42/frame_0281.png,942,404,5,5
1419,Sample_51/frame_0599.png,604,72,5,5
1420,Sample_13/frame_0029.png,1170,674,5,5
1421,Sample_41/frame_0014.png,1180,686,5,5
1422,Sample_8/frame_0571.png,652,118,5,5
1423,Sample_46/frame_0541.png,662,175,5,5
1424,Sample_21/frame_0216.png,980,491,5,5
1425,Sample_22/frame_0418.png,776,309,5,5
1426,Sample_15/frame_0606.png,585,82,5,5
1427,Sample_4/frame_0631.png,591,94,5,5
1428,Sample_22/frame_0670.png,520,92,5,5
1429,Sample_35/frame_0237.png,975,463,5,5
1430,Sample_60/frame_0645.png,557,57,7,7
1431,Sample_19/frame_0299.png,875,392,5,5
1432,Sample_21/frame_0550.png,656,141,5,5
1433,Sample_59/frame_0368.png,860,340,7,7
1434,Sample_1/frame_0389.png,838,274,5,5
1435,Sample_58/frame_0510.png,695,178,7,7
1436,Sample_45/frame_0138.png,1056,575,5,5
1437,Sample_45/frame_0609.png,642,97,5,5
1438,Sample_10/frame_0383.png,828,342,5,5
1439,Sample_37/frame_0174.png,1029,520,5,5
1440,Sample_17/frame_0660.png,551,17,5,5
1441,Sample_57/frame_0608.png,618,83,7,7
1442,Sample_41/frame_0440.png,795,280,5,5
1443,Sample_39/frame_0369.png,864,346,5,5
1444,Sample_11/frame_0505.png,700,221,5,5
1445,Sample_23/frame_0319.png,901,374,5,5
1446,Sample_29/frame_0028.png,1165,661,3,3
1447,Sample_32/frame_0351.png,841,348,5,5
1448,Sample_41/frame_0412.png,823,304,5,5
1449,Sample_32/frame_0535.png,645,162,5,5
1450,Sample_18/frame_0116.png,1069,585,5,5
1451,Sample_56/frame_0480.png,746,169,7,7
1452,Sample_51/frame_0120.png,1075,564,5,5
1453,Sample_16/frame_0287.png,951,401,5,5
1454,Sample_11/frame_0483.png,720,238,5,5
1455,Sample_59/frame_0514.png,717,204,7,7
1456,Sample_45/frame_0245.png,955,461,5,5
1457,Sample_58/frame_0183.png,1019,523,7,6
1458,Sample_40/frame_0047.png,1149,651,5,5
1459,Sample_2/frame_0448.png,773,272,5,5
1460,Sample_59/frame_0317.png,910,393,7,6
1461,Sample_45/frame_0556.png,685,155,5,5
1462,Sample_37/frame_0554.png,629,176,5,5
1463,Sample_3/frame_0512.png,679,171,5,5
1464,Sample_15/frame_0115.png,1077,581,5,5
1465,Sample_35/frame_0228.png,983,474,5,4
1466,Sample_10/frame_0713.png,472,56,5,5
1467,Sample_54/frame_0051.png,1153,638,5,5
1468,Sample_40/frame_0067.png,1136,628,5,5
1469,Sample_2/frame_0539.png,684,185,5,5
1470,Sample_7/frame_0526.png,704,151,5,5
1471,Sample_14/frame_0226.png,978,476,5,5
1472,Sample_5/frame_0717.png,431,10,5,5
1473,Sample_29/frame_0674.png,553,20,3,3
1474,Sample_39/frame_0447.png,788,251,5,5
1475,Sample_3/frame_0068.png,1125,619,5,5
1476,Sample_54/frame_0229.png,981,451,5,5
1477,Sample_38/frame_0040.png,1160,665,5,5
1478,Sample_16/frame_0302.png,934,390,5,5
1479,Sample_16/frame_0640.png,597,56,5,5
1480,Sample_60/frame_0657.png,544,45,7,7
1481,Sample_46/frame_0604.png,592,110,5,5
1482,Sample_27/frame_0318.png,865,372,5,5
1483,Sample_26/frame_0551.png,676,171,5,5
1484,Sample_29/frame_0274.png,938,443,3,3
1485,Sample_53/frame_0481.png,693,208,5,5
1486,Sample_43/frame_0450.png,754,208,5,5
1487,Sample_22/frame_0672.png,520,89,5,5
1488,Sample_39/frame_0316.png,908,397,5,5
1489,Sample_54/frame_0003.png,1196,697,5,5
1490,Sample_3/frame_0156.png,1033,526,5,5
1491,Sample_60/frame_0524.png,704,167,7,7
1492,Sample_7/frame_0556.png,669,124,5,5
1493,Sample_4/frame_0519.png,706,187,5,5
1494,Sample_56/frame_0428.png,796,227,7,7
1495,Sample_8/frame_0135.png,1086,551,5,5
1496,Sample_47/frame_0146.png,1057,549,5,5
1497,Sample_38/frame_0749.png,461,6,5,5
1498,Sample_39/frame_0211.png,1011,493,5,5
1499,Sample_7/frame_0532.png,696,145,5,5
1500,Sample_11/frame_0417.png,783,296,5,5
1501,Sample_31/frame_0712.png,511,2,5,5
1502,Sample_42/frame_0047.png,1151,650,5,5
1503,Sample_18/frame_0409.png,745,275,5,5
1504,Sample_6/frame_0189.png,1007,517,5,5
1505,Sample_22/frame_0170.png,1021,528,5,5
1506,Sample_25/frame_0315.png,865,366,5,5
1507,Sample_3/frame_0282.png,914,394,5,5
1508,Sample_15/frame_0217.png,986,473,5,5
1509,Sample_16/frame_0460.png,772,244,5,5
1510,Sample_5/frame_0553.png,603,157,5,5
1511,Sample_3/frame_0396.png,806,283,5,5
1512,Sample_29/frame_0350.png,869,358,3,3
1513,Sample_6/frame_0559.png,637,151,5,5
1514,Sample_6/frame_0134.png,1065,566,5,5
1515,Sample_16/frame_0079.png,1127,623,5,5
1516,Sample_27/frame_0218.png,974,484,5,5
1517,Sample_14/frame_0259.png,940,433,5,5
1518,Sample_6/frame_0452.png,754,251,5,5
1519,Sample_28/frame_0282.png,909,418,5,5
1520,Sample_16/frame_0129.png,1080,571,5,5
1521,Sample_9/frame_0137.png,1071,573,5,5
1522,Sample_13/frame_0549.png,600,144,1,1
1523,Sample_52/frame_0184.png,1009,502,5,5
1524,Sample_58/frame_0411.png,808,285,7,7
1525,Sample_16/frame_0104.png,1101,596,5,5
1526,Sample_47/frame_0606.png,588,47,5,5
1527,Sample_45/frame_0151.png,1040,555,5,5
1528,Sample_54/frame_0415.png,802,281,5,5
1529,Sample_40/frame_0127.png,1085,570,5,5
1530,Sample_28/frame_0089.png,1122,612,5,5
1531,Sample_15/frame_0595.png,594,91,5,5
1532,Sample_12/frame_0755.png,467,22,5,5
1533,Sample_9/frame_0037.png,1158,659,4,5
1534,Sample_60/frame_0549.png,669,141,5,6
1535,Sample_40/frame_0415.png,794,265,5,5
1536,Sample_57/frame_0557.png,662,127,6,7
1537,Sample_19/frame_0226.png,946,468,5,5
1538,Sample_37/frame_0679.png,512,44,5,5
1539,Sample_8/frame_0553.png,673,131,5,5
1540,Sample_51/frame_0258.png,935,428,5,5
1541,Sample_16/frame_0606.png,633,93,5,5
1542,Sample_20/frame_0678.png,517,28,5,5
1543,Sample_22/frame_0581.png,610,164,5,5
1544,Sample_10/frame_0428.png,783,305,5,5
1545,Sample_5/frame_0082.png,1108,629,5,5
1546,Sample_3/frame_0387.png,815,291,5,5
1547,Sample_11/frame_0042.png,1151,665,5,5
1548,Sample_37/frame_0145.png,1056,549,5,5
1549,Sample_46/frame_0059.png,1142,644,5,5
1550,Sample_54/frame_0321.png,899,362,5,5
1551,Sample_8/frame_0124.png,1097,565,5,5
1552,Sample_29/frame_0499.png,742,209,3,3
1553,Sample_58/frame_0180.png,1024,527,7,7
1554,Sample_3/frame_0322.png,870,351,5,5
1555,Sample_25/frame_0377.png,791,294,5,5
1556,Sample_24/frame_0085.png,1111,611,5,5
1557,Sample_14/frame_0535.png,655,161,5,5
1558,Sample_20/frame_0105.png,1085,609,5,5
1559,Sample_35/frame_0075.png,1137,617,5,5
1560,Sample_48/frame_0042.png,1147,658,5,5
1561,Sample_6/frame_0218.png,975,483,5,5
1562,Sample_4/frame_0031.png,1169,668,5,5
1563,Sample_31/frame_0369.png,862,328,5,5
1564,Sample_36/frame_0511.png,682,175,5,5
1565,Sample_35/frame_0418.png,766,297,5,5
1566,Sample_56/frame_0495.png,731,155,7,7
1567,Sample_31/frame_0366.png,864,331,5,5
1568,Sample_1/frame_0358.png,858,309,5,5
1569,Sample_17/frame_0491.png,719,205,5,5
1570,Sample_41/frame_0475.png,769,251,5,5
1571,Sample_42/frame_0559.png,651,147,5,5
1572,Sample_41/frame_0019.png,1174,678,5,5
1573,Sample_57/frame_0155.png,1033,546,7,7
1574,Sample_32/frame_0700.png,478,2,5,5
1575,Sample_22/frame_0526.png,669,208,5,5
1576,Sample_2/frame_0582.png,641,141,5,5
1577,Sample_52/frame_0072.png,1135,637,5,5
1578,Sample_37/frame_0110.png,1095,579,5,5
1579,Sample_55/frame_0274.png,932,406,7,7
1580,Sample_22/frame_0235.png,966,466,5,5
1581,Sample_22/frame_0485.png,713,249,5,5
1582,Sample_48/frame_0302.png,884,401,5,5
1583,Sample_33/frame_0404.png,811,298,5,5
1584,Sample_32/frame_0406.png,783,298,5,5
1585,Sample_4/frame_0581.png,635,131,5,5
1586,Sample_19/frame_0645.png,547,50,5,5
1587,Sample_48/frame_0591.png,576,132,5,5
1588,Sample_18/frame_0367.png,798,327,1,4
1589,Sample_60/frame_0053.png,1146,647,7,6
1590,Sample_17/frame_0327.png,885,363,5,5
1591,Sample_14/frame_0050.png,1156,640,5,5
1592,Sample_17/frame_0001.png,1197,698,5,5
1593,Sample_27/frame_0429.png,771,255,5,5
1594,Sample_34/frame_0512.png,700,176,3,3
1595,Sample_16/frame_0676.png,562,11,5,5
1596,Sample_55/frame_0313.png,897,373,7,7
1597,Sample_27/frame_0149.png,1049,553,5,5
1598,Sample_60/frame_0369.png,855,313,7,7
1599,Sample_15/frame_0388.png,804,314,5,5
1600,Sample_54/frame_0633.png,575,36,5,5
1601,Sample_37/frame_0442.png,740,276,5,5
1602,Sample_48/frame_0300.png,887,402,6,5
1603,Sample_33/frame_0676.png,540,52,5,5
1604,Sample_56/frame_0204.png,1003,471,7,7
1605,Sample_49/frame_0035.png,1165,655,5,5
1606,Sample_1/frame_0197.png,1012,472,5,5
1607,Sample_4/frame_0125.png,1079,567,5,5
1608,Sample_34/frame_0685.png,511,17,3,3
1609,Sample_40/frame_0655.png,546,5,5,5
1610,Sample_10/frame_0200.png,1000,508,5,5
1611,Sample_5/frame_0447.png,712,273,5,5
1612,Sample_60/frame_0295.png,924,389,7,7
1613,Sample_54/frame_0497.png,730,185,5,5
1614,Sample_60/frame_0304.png,918,384,7,7
1615,Sample_40/frame_0356.png,863,328,5,5
1616,Sample_35/frame_0178.png,1041,520,5,5
1617,Sample_28/frame_0173.png,1034,528,5,5
1618,Sample_10/frame_0005.png,1194,695,5,5
1619,Sample_15/frame_0158.png,1047,533,5,5
1620,Sample_25/frame_0511.png,655,144,5,5
1621,Sample_2/frame_0350.png,866,357,5,5
1622,Sample_11/frame_0515.png,691,212,5,5
1623,Sample_14/frame_0525.png,666,170,5,5
1624,Sample_22/frame_0370.png,819,354,5,5
1625,Sample_10/frame_0224.png,976,495,5,5
1626,Sample_5/frame_0584.png,561,121,5,5
1627,Sample_37/frame_0115.png,1090,574,5,5
1628,Sample_20/frame_0383.png,792,334,5,5
1629,Sample_22/frame_0496.png,695,236,5,5
1630,Sample_2/frame_0432.png,792,281,5,5
1631,Sample_29/frame_0091.png,1106,614,3,3
1632,Sample_41/frame_0152.png,1052,529,5,5
1633,Sample_42/frame_0138.png,1066,541,5,5
1634,Sample_41/frame_0410.png,824,307,5,5
1635,Sample_1/frame_0301.png,907,361,5,5
1636,Sample_9/frame_0531.png,666,185,5,5
1637,Sample_27/frame_0337.png,849,350,5,5
1638,Sample_57/frame_0041.png,1157,661,7,7
1639,Sample_59/frame_0600.png,643,124,7,7
1640,Sample_49/frame_0493.png,702,177,5,5
1641,Sample_2/frame_0543.png,678,180,5,5
1642,Sample_17/frame_0175.png,1024,518,5,5
1643,Sample_8/frame_0546.png,681,136,5,5
1644,Sample_5/frame_0050.png,1141,658,5,5
1645,Sample_42/frame_0075.png,1123,615,5,5
1646,Sample_35/frame_0274.png,925,425,5,5
1647,Sample_12/frame_0133.png,1073,594,5,5
1648,Sample_46/frame_0350.png,845,380,5,5
1649,Sample_35/frame_0441.png,745,277,5,5
1650,Sample_20/frame_0680.png,515,24,5,5
1651,Sample_17/frame_0176.png,1025,516,5,5
1652,Sample_58/frame_0211.png,992,496,7,7
1653,Sample_8/frame_0589.png,636,106,5,5
1654,Sample_17/frame_0536.png,677,145,5,5
1655,Sample_24/frame_0131.png,1085,562,5,5
1656,Sample_44/frame_0669.png,555,36,5,5
1657,Sample_59/frame_0456.png,782,260,7,7
1658,Sample_1/frame_0541.png,672,127,5,5
1659,Sample_42/frame_0179.png,1045,501,5,5
1660,Sample_24/frame_0424.png,804,281,5,5
1661,Sample_42/frame_0507.png,705,197,5,5
1662,Sample_52/frame_0204.png,989,484,5,5
1663,Sample_2/frame_0128.png,1070,589,5,4
1664,Sample_40/frame_0630.png,571,41,5,5
1665,Sample_6/frame_0513.png,699,187,5,5
1666,Sample_17/frame_0358.png,857,336,5,5
1667,Sample_26/frame_0241.png,965,488,5,5
1668,Sample_36/frame_0001.png,1200,699,5,5
1669,Sample_2/frame_0659.png,549,63,5,5
1670,Sample_15/frame_0246.png,956,447,5,5
1671,Sample_50/frame_0055.png,1160,631,5,5
1672,Sample_20/frame_0579.png,630,144,5,5
1673,Sample_19/frame_0526.png,675,170,5,5
1674,Sample_35/frame_0059.png,1145,632,5,5
1675,Sample_52/frame_0575.png,639,107,5,5
1676,Sample_1/frame_0189.png,1020,481,5,5
1677,Sample_16/frame_0584.png,657,113,5,5
1678,Sample_57/frame_0429.png,778,248,7,7
1679,Sample_15/frame_0160.png,1046,530,5,5
1680,Sample_56/frame_0070.png,1139,613,7,7
1681,Sample_16/frame_0277.png,960,412,5,5
1682,Sample_18/frame_0010.png,1187,689,5,5
1683,Sample_16/frame_0033.png,1173,668,5,4
1684,Sample_54/frame_0638.png,563,32,5,5
1685,Sample_43/frame_0070.png,1127,626,5,5
1686,Sample_44/frame_0337.png,882,366,5,5
1687,Sample_52/frame_0560.png,648,127,5,5
1688,Sample_4/frame_0550.png,665,156,5,5
1689,Sample_19/frame_0637.png,558,58,5,5
1690,Sample_37/frame_0275.png,917,426,5,5
1691,Sample_12/frame_0167.png,1036,568,5,5
1692,Sample_39/frame_0592.png,647,96,5,5
1693,Sample_24/frame_0062.png,1135,640,5,5
1694,Sample_29/frame_0346.png,874,362,3,3
